var,coef,word frequency
adversity,0.446328837,13
dream,0.060598062,53
adult,-0.04472067,98
forum,0.394411404,71
choirs,-0.18333886,64
syria,0.936291381,13
palestine,0.220572433,16
change,-0.231575823,427
perceptions,-0.660800654,45
least,-0.265587508,86
covering,-0.237584018,46
african,0.209835332,239
influences,0.190616011,35
promoter,0.307592548,12
suitable,0.043288566,42
30th,-1.151617002,23
ecology,-0.183434193,81
booking,0.936598735,55
audit,0.072083895,18
regions,-0.014593278,47
facilities,-0.294074955,56
victim,-1.018710702,22
dealing,-0.156279873,38
leave,0.019582961,50
someone,-0.432248051,43
shadowing,0.512738334,27
commit,-1.035696059,19
bsl,-0.956881519,202
"performance
",0.269307859,38
limited,0.078029362,107
politically,0.167632699,12
loyal,0.039520239,12
fly,-0.438658808,15
1950s,-0.009517829,14
independence,0.264903997,25
strike,0.223837577,11
balance,0.264400028,24
village,0.210209191,83
traditions,-0.366878687,72
strong,0.157294201,203
desire,-0.046703202,63
christian,-1.175208681,11
unable,0.597164648,53
tackling,0.839248585,38
sexism,0.860581506,13
reveals,-0.575373948,14
mainstream,0.501412061,82
discussion,-0.304511123,199
date,0.158958237,139
ran,-0.073386563,25
captioning,-0.229985029,54
deaf,0.147641729,216
ben,-0.232982762,36
number,0.747385139,129
problems,-0.200766443,35
surveys,0.341321138,15
100%,0.192868108,19
said,-0.388675292,29
attendance,-0.661250151,25
lesson,-0.177848067,17
ensures,-0.086700406,22
webinars,0.383275381,12
blogs,-0.428152662,18
2014,-0.076750149,19
brass,-0.258074614,59
engagements,0.020831118,13
records,-0.799268678,38
players,-0.284030266,78
requires,-0.150414486,22
recruit,-0.733054071,91
pressures,-0.609590038,19
"include
",0.728366584,21
concerts,0.396913995,260
"opportunities
",0.232981642,21
inequalities,0.610711087,16
critical,0.301571986,142
frontline,0.210681555,11
nhs,0.649265939,56
air,-0.3881069,82
uks,0.097444169,35
followed,0.081669876,159
options,-0.18049715,32
powerful,-0.401720794,78
positivity,-0.599204846,22
psychologist,0.750109665,19
steve,-0.138278795,24
ourselves,-0.017512351,74
find,-0.228279928,189
finest,-0.497890474,13
piano,0.052442275,47
james,-0.026694735,52
i’ll,0.113132837,107
carry,-0.634888698,32
scenes,0.526231881,100
press,0.45353213,95
targeting,-0.692916308,95
electronic,0.006338253,86
nationwide,-0.571265601,31
extensive,-0.019878708,95
crew,-0.384561231,44
finds,-0.1856381,24
defining,0.095301272,14
composed,-0.356606613,48
standard,0.159646156,79
thats,-0.637849045,18
miss,-0.180770457,23
man,0.078825145,88
st,0.003218996,188
george,-0.593389982,31
comes,0.335291216,42
kids,0.3247553,38
kate,0.465371497,22
beauty,-0.507612616,39
reaction,0.113195777,11
turning,0.526151345,20
away,-0.070381908,60
phone,-0.181704139,14
spark,-0.092697559,23
enough,0.036420074,21
finding,-0.204540602,59
going,0.254000199,76
aspects,0.36117047,88
delve,0.466895845,15
individual,0.077344705,160
broad,0.201560606,89
spectrum,0.291930436,32
send,-0.673773038,69
achieved,0.330857279,48
pertinent,0.732685227,15
we’ve,-0.87744076,63
learned,1.020240514,22
changed,-0.702984247,28
begins,-0.664025457,43
publishers,0.786551467,36
readers,0.186916512,50
emphasis,-0.279371041,37
nurturing,-0.505860376,35
society’s,0.558258807,12
readings,0.332381902,71
emergency,0.460422538,53
require,0.488885567,27
fulfil,0.082284182,18
underpin,-0.158861102,17
enhance,0.394932654,133
position,-0.066242815,40
‘the,-0.365897512,108
council’s,0.342597854,17
extend,0.004091836,98
committee,0.134388497,23
identify,0.403944628,119
subject,0.223721104,88
muslim,0.459891275,33
relatable,-0.565929561,39
midlands,-0.278053887,126
universities,-0.457237294,41
stakeholders,0.627177425,58
scotland,-0.614679074,15
wales,-0.44015705,20
ongoing,0.46490779,137
exchanges,-0.799728919,19
outstanding,0.825571959,49
embedded,0.433533552,87
mentors,-0.293944489,96
audience;,0.703824275,12
"experience
",-0.484947625,26
comfortable,0.035458699,11
trying,0.991626642,39
informal,0.522766654,52
pass,-0.493935513,28
surface,-0.321369734,11
joy,0.477203518,91
moment,0.625689525,49
responsive,-0.308602723,41
ritual,-0.237362861,36
loop,0.529353659,15
flourish,0.797503211,24
creatively,-0.018187215,129
kent,-0.399747382,69
advisor,-0.79762741,16
musician,0.16920335,114
john,-0.558979278,88
parks,-0.60988326,33
known,0.219114135,97
normal,-0.123174066,17
labs,0.551577929,17
margate,0.132398853,34
doorstep,0.770482524,23
dramatic,1.216319018,47
teenage,0.484024894,29
boy,-0.189852609,45
fit,0.224714343,45
addiction,-0.062411154,46
masculinity,0.232700434,53
affects,1.081069626,22
15,-0.471124631,313
guildhall,0.477846759,26
"
develop",-0.291982816,31
rehearsed,-0.107179583,71
programmers,-0.574631948,76
arcola,0.798186931,20
oct,-0.269522345,83
sold,-0.030783946,74
standing,0.119022199,32
reviews,-0.090305003,64
asked,-0.127794182,31
unseen,0.443426288,11
gig,-0.083877014,94
ill,0.014042378,92
mutual,-0.064755828,21
aid,0.108977206,72
mind,-0.04764169,65
discounted,-0.41638739,13
tickets,-0.301970507,114
stream,-0.23085638,76
maximise,-0.054255934,58
cca,-0.37714379,12
poc,-0.188903796,37
jade,0.385279325,11
symposium,0.229156431,49
assemble,-0.994682478,15
michael,-0.603945894,38
lewis,0.518247522,22
linking,-0.210518339,37
al,-0.030115346,20
shaped,1.923758707,48
representations,0.328075952,12
hannah,-0.917483905,17
multicultural,0.363341029,47
mcr,-0.113535127,36
guests,0.144781411,59
minority,0.01656669,77
instagram,0.251719122,26
basic,0.233461566,32
cambridge,0.426233325,77
junction,0.089637327,40
cj,-0.70909373,23
colchester,-0.339166196,38
clay,-0.247696877,39
hastings,-0.076791486,46
wraparound,0.138952065,36
expansive,-0.551619083,15
maintaining,0.218797375,19
ethos,-0.197820422,46
aesthetic,0.692715087,31
neurodivergent,-0.558993481,105
humorous,0.021741091,18
precarious,-0.477805388,11
ad,-0.016270571,51
profiles,-0.608397204,24
implement,-1.10593366,38
consultancy,-0.528959673,50
"
these",0.197365523,15
orgs,-0.349902693,65
genres,1.114447915,133
positively,-0.214656006,22
bipoc,0.875503383,28
mentor,-0.417632962,133
rigorous,0.003503184,14
ability,-0.064401136,67
scientists,-0.168313367,59
consider,-0.792318602,69
meaning,-0.143954352,53
start,0.007015564,137
exploitation,-0.336312499,19
employment,-0.10951748,88
businesses,-0.71423018,71
distribute,-0.135091469,36
skills;,0.327783905,11
debate,0.205938241,52
graduates,-0.805379723,37
45,-0.542305453,55
lgbtqia,-0.493967794,129
ian,0.191288773,17
dramaturgy,-0.819438956,45
bodies,-0.516143383,62
ageing,0.173881908,21
writer’s,-0.238986702,11
gathering,0.638750568,52
harrogate,-0.444692943,16
exercises,0.045107647,27
improv,-0.377269686,30
concluding,-0.196096183,12
showing,-0.887555814,130
dramaturg,0.124214551,83
showings,-0.031367413,31
robust,0.134657731,43
formed,-0.264691985,65
clear,0.36117167,57
trialled,-0.078039612,12
six,-0.213625946,138
half,-0.271054056,70
wandsworth,-0.200174369,13
trial,-0.21068504,83
17,-0.608699146,60
matter,-0.512663376,65
session,-0.123394121,183
illustration,0.607544943,41
presentation,0.035202647,134
ask,0.263871886,52
uk’s,0.309389096,70
urban,0.350442325,118
ecological,-0.42535293,36
activist,-0.704890988,35
listen,-0.553092773,36
"with
",0.793179091,17
ella,-0.486049905,17
wright,-0.090679482,11
29,0.595661803,22
simultaneous,-0.251675605,12
means,-0.382301047,145
minorities,-0.352123896,20
analogue,-0.149808723,14
songwriters,-0.01984348,21
instrumentalists,1.073096372,20
hero,0.487453052,23
fox,-0.86900972,15
worked,-0.345684624,109
mills,-0.344962145,11
eight,0.355970232,52
today,0.77176374,99
band,0.173458212,248
previously,-0.246753691,100
symphony,0.24418697,24
score,0.706597942,99
helped,0.932870955,25
barnsley,0.278424711,33
stem,-0.333208154,23
ambassador,-1.099446676,13
coal,0.351649526,12
mining,-0.001116534,21
wakefield,0.602141861,18
references,0.865785722,16
landmark,0.548013989,19
tragedy,-0.03752773,14
window,-0.535986611,35
verbatim,0.245048718,80
drawn,0.241199808,49
authentic,0.070793266,91
everyday,-0.164043676,55
subsequent,-0.283340473,34
largely,-0.501411951,27
essays,-0.562717576,18
diary,0.515188074,23
extracts,-0.041047129,24
copies,-0.443582516,25
donated,0.888253503,16
anyone,-0.095033682,75
camera,-0.485966778,45
hosted,-0.403647259,131
writers’,-0.178665486,12
resident,-0.298910953,57
fiction,-0.810711257,103
memoir,1.596105688,11
lines,0.52307112,40
conversation,-0.152286829,120
plastic,-0.356193042,18
irish,0.182896965,73
slough,0.933173574,14
inform,-0.269449046,218
distinct,0.161326577,34
afro,0.301782382,35
primarily,0.370138154,57
expert,0.18980897,106
advisory,0.437527792,39
guide,0.101450181,66
b,0.025416633,44
attached,0.706828734,37
ward,0.816011646,28
deeply,-0.314058717,42
dynamic,0.046012419,121
sections,-0.511618379,40
patients,0.057029051,45
dramatically,-0.15198765,12
clinical,0.54693704,12
medical,-0.225336995,31
notes,0.632646451,18
cap,0.017775214,17
transforms,0.337993372,13
control,-0.51081855,36
dreams,-0.423987208,52
vr,-0.084073414,114
expands,0.390811597,22
dycp,-0.677932759,71
forefront,-0.220405666,32
comic,-0.200089781,73
adds,0.526451439,12
move,-0.217517914,92
fast,0.172290594,33
pace,-0.439291142,11
attention,-0.790723065,45
spans,-0.746325186,18
sounds,-0.06517624,87
turn,0.343470542,65
fans,-0.144233019,90
"
as",-0.398801478,22
mixture,0.086989388,24
jamaican,-0.414790476,20
carnival,-0.173045805,268
"events
",-0.074586657,42
peter,0.532949123,38
scott,0.239714012,16
morgan,0.034784305,13
fight,0.237498687,33
overcome,0.913859467,35
disease,-0.944480233,15
diagnosis,-0.154768294,24
everything,1.064948547,40
instead,0.664758838,19
path,-0.42024824,29
him,-0.011924336,49
pioneering,-0.63581734,41
efforts,0.392616984,14
enabled,-0.64018176,18
input,-0.300152558,80
"

a",0.123016813,26
artform,-0.208913922,36
championing,0.92075527,28
meetings,-0.139315369,47
adaptable,-0.645803329,28
"touring
",-0.673277516,14
"includes
",-0.08123194,35
cio,0.398289399,12
joining,-0.297099888,27
ndt,0.371933673,16
membership,-0.453310372,16
ads,-1.081009887,14
cds,-0.911784306,14
monthly,-0.58391152,140
calls,-0.714867855,31
halls,-0.873804746,39
affecting,-0.514943216,13
structural,-0.235068033,14
bias,0.234382775,16
request,0.36968616,18
casting,-0.174416537,52
united,-0.680111143,13
glass,0.180193235,52
undertaken,0.060772333,28
uncertainty,-0.625756869,12
determined,0.407027361,18
11th,0.290270096,16
emotional,0.013013383,79
distance,1.620276449,15
reinforcing,0.346528321,12
integration,0.434621926,35
subjects,0.719564821,38
supports,-0.14663082,161
representatives,0.716333176,15
collaborators,0.198616554,162
mixed,-0.839908461,118
ms,-0.109634054,11
enthusiasm,-0.15317556,16
commitment,0.511019453,57
distinctive,-0.43946349,24
drawing,-0.093631376,196
housing,0.190683876,60
phoenix,0.463868813,33
situated,0.763210891,20
estate,0.316769527,47
reimagine,-0.769198361,28
people’s,-0.429382866,128
civic,-0.555638214,50
celebrating,0.29619341,196
2024,-0.53517819,121
centenary,-0.142535621,17
collage,-0.12522075,33
work;,0.097590391,40
intersectional,-0.606493851,48
feminism,0.435224248,23
description,0.346507037,60
croydon,0.112549764,76
land,0.151963892,78
bigger,-0.137484481,46
infrastructure,-0.107942556,57
guitar,-0.026758816,29
representing,0.73259538,48
rare,0.406158349,39
hundreds,0.035838109,16
foundation,0.094149478,98
lp,0.209778246,12
literacy,-0.271173457,50
cognitive,0.323483858,11
extra,0.061095307,27
topic,0.565391889,49
academic,-0.320968099,71
facilitator,0.472212186,33
twelve,-1.467029946,13
usual,-0.141009786,20
institutional,0.485364197,17
racism,0.123578834,73
personally,0.352544105,13
hear,-0.192900622,53
scratch,0.363502066,94
scripts,-0.825922003,40
"venues
",-0.457725186,28
encourages,-0.55158931,33
i’m,-0.245858548,46
illustrator,-0.523555408,19
handmade,0.024110352,15
wall,0.473778763,54
shapes,0.141300488,12
put,0.156797854,111
became,0.342426436,28
beautiful,-0.164773076,65
inspiration,-0.069313635,90
soft,0.210496309,20
forest,0.436093913,72
exclusive,0.900585611,15
"

",-0.094575651,125
bilingual,-0.299911343,14
spanish,0.302854854,21
texts,-0.348811406,49
proposed,0.011306348,31
classics,-1.159547226,13
combine,-0.31217442,83
champion,-0.351018521,53
foreign,-0.023576064,12
formally,0.403315348,13
britain,-0.67773356,81
poems,0.540776306,73
highly,-0.038029345,138
bookshops,-0.564963844,21
globally,-0.735129335,30
princess,-0.804872687,21
stars,-0.202727454,37
fairy,-0.533673236,22
demographics,-0.644591733,26
segments,-0.344020266,21
segment,-0.035694158,15
individually,0.099331333,13
minutes,-0.914503726,41
viewers,0.033464117,31
thing,0.250011891,13
makes,-0.217639727,53
advocates,0.205559031,17
yr,-0.274165973,46
sensitive,0.314297879,31
meant,-0.842125012,12
im,-0.038760675,32
shoot,0.490661062,16
portraits,0.791916949,67
sub,0.168751917,27
ive,-0.259760423,21
located,-0.393794463,29
mp,0.090679164,17
socially,-0.766754314,110
bloomsbury,-0.984638678,19
institution,0.184538379,11
hounslow,-0.329184196,15
inter,0.072794931,35
generational,0.160612758,44
elderly,-0.204618235,57
;,-0.044225242,12
inner,-0.550234667,43
blind,0.033036692,38
wheelchair,1.13301641,20
poland,-0.578986258,12
japan,0.061441642,25
meet,0.211021068,181
poet,0.07753109,87
photographer,-0.613963075,41
attachment,-0.306244219,38
2016,0.276660049,21
councils,-0.536152706,16
lets,0.141108223,20
et,-0.044558462,11
jo,-0.011979534,18
read,-0.1622545,65
documents,-1.309647131,16
cutting,0.245498482,45
edge,-0.004937621,71
invaluable,0.430337855,14
impactful,-1.134102134,36
livestream,-0.63801711,32
19,0.260220268,145
paris,1.081185539,15
min,-0.003765807,98
carers,0.333752278,125
yc,0.065046271,11
covid19,0.295877075,11
requested,-0.1909416,14
bonds,0.83452288,12
levels,-1.070168788,90
caring,0.470234916,23
acquired,0.435057229,13
andrew,-0.736693166,20
woodland,-0.993538562,25
ace’s,-0.574033919,11
sustainably,-0.490350928,18
shorts,0.584773117,13
"creatives
",0.463565701,21
novels,0.089946879,22
titles,0.269876747,19
isolated,-0.037748342,90
facilitated,0.263689327,87
listeners,0.012679027,28
"

project",0.803712024,11
concert,0.154919924,245
front,0.337557935,85
involves,-0.964209441,155
200,-0.792686786,51
creatures,-0.038973174,23
marine,0.805831361,22
attenborough,0.428758988,27
blue,0.193150364,39
planet,-0.379527713,52
display,-0.206227292,104
2nd,-0.276221917,97
oceans,0.297865145,12
broaden,-0.722396659,53
crises,0.277658729,16
neighbourhood,0.259814211,24
emerge,-0.275064661,16
volunteer,0.084706727,78
despite,0.552351438,52
initiative,0.074810168,49
shares,0.332110482,23
solidarity,0.20359189,22
gentrification,0.102731814,11
inequality,0.009012572,21
roundtable,-0.494665084,13
collate,0.571972584,16
brent,0.216036618,20
contains,-0.293554828,12
multitude,0.630404449,12
survival,-0.309030106,32
versions,0.598359102,39
explored,-0.233827834,68
circumstances,-0.111022272,16
born,0.953132193,61
choice,0.192316618,53
interests,-0.219894384,58
stoke,-0.059391911,33
clubs,-0.988319374,59
pubs,0.570363893,23
shops,-0.012776812,26
fold,0.127040815,13
"2022
",0.645710022,15
focussed,0.424087099,53
collaboratively,0.434655325,89
contributors,0.026527444,35
presentations,-0.275824438,41
facility,0.236002996,12
grassroots,0.181289553,134
nightclub,-0.68821329,11
wkshp,-0.101303891,17
engineers,-0.214434675,22
agents,0.186103837,32
activate,-0.282895617,15
evenings,-0.242452707,19
cic,-0.068863952,46
poem,0.207770512,41
compose,0.470093275,34
healing,-0.366033084,71
ground,0.117307978,65
pushes,0.103014055,13
overarching,0.354018431,11
accessing,-0.125791367,49
portfolio,0.396555743,48
fi,0.179492678,34
cohort,0.106986349,61
talented,1.13177288,65
cannot,-0.662231155,38
walking,0.194392792,49
outdoors,0.633280561,35
expect,-0.172144413,18
locality,0.142938542,17
adapted,-0.541215147,54
product,-0.359426935,40
barbican,0.578849514,43
horizon,0.08415072,12
lay,0.206036448,18
separate,0.228044602,28
maker,-0.001958771,52
culminate,0.425034191,156
comprise,0.414186947,29
encouraged,-0.876568748,44
75,-0.974390092,31
substantial,-0.703100113,28
myths,-0.605157341,37
bill,-1.327392548,24
choreographers,-0.44171052,24
hexham,-0.530669761,11
introducing,0.068827846,73
audition,-0.247852512,19
bursaries,-0.192007261,24
spiritual,-0.139019753,33
jungle,-0.000703168,17
soul,-1.011472022,52
wolverhampton,-0.275409899,19
hive,0.677355611,16
attendees,-0.632448711,82
ltd,0.074962302,14
string,1.028270225,45
reflected,0.18958818,32
sean,-0.073330865,13
begin,-0.047768551,122
example,-0.446321317,33
late,-0.022346597,60
portrayal,0.326395481,12
90s,-0.242722243,14
sex,0.29647705,77
hackney,0.238726012,72
recruited,0.02593953,41
"skills
",-0.292976239,20
alumni,-0.016641553,21
advocate,0.027221518,27
southeast,-0.645548355,18
besea,0.726442356,30
75%,0.040741812,11
consultants,-0.029713307,44
particular,-0.105747604,108
remarkable,-0.327102041,14
theatre503,-0.487697907,12
rapid,0.478992937,20
differently,-0.630488386,20
strategies,-0.55239471,51
william,-0.644516041,20
abbey,-0.100664701,11
founded,-0.710559351,32
lasting,-0.005537177,82
capability,-0.453364234,12
meaningfully,0.181782188,15
locals,-0.685601627,39
nations,0.206388021,20
ireland,-0.401784411,36
hat,0.28746097,15
"
to",-0.084326896,31
mentored,-0.539905651,67
assist,-0.082363922,53
london’s,-0.198956848,46
w,0.048910698,170
circle,0.594838526,36
curious,0.615189549,20
programs,-0.283371915,13
700,0.204671176,13
money,-1.16155718,35
anticipated,1.21101473,16
curiosity,-0.14486516,33
shop,0.215928799,44
store,0.213763593,12
recycling,-0.040270917,20
onto,0.433985295,73
schedule,-0.349147494,20
pleasance,0.44690433,51
know,0.514035678,81
say,0.580116412,22
watch,-0.148340049,63
question,-0.15110791,63
serves,-0.395970986,26
exist,-0.456801679,34
historically,0.049760298,44
regeneration,0.137028569,30
empire,0.718362725,16
maps,0.395609484,15
intersectionality,-0.044635178,16
phases,-0.48250901,52
uncover,0.25502904,18
barrier,-0.1332585,28
informing,-0.20663019,30
strand,0.102075338,86
mids,-0.077473696,12
audiences;,0.427756884,27
derby,0.212033341,83
diorama,-0.111420662,23
transformational,-0.523675878,21
playwright,0.102661409,68
simon,-0.599142596,31
mosaic,0.027754515,29
milk,-0.434410114,13
ball,0.093210831,15
21,-0.048459846,102
feb,-0.34810332,69
contact,0.123109898,62
incorporate,-0.103799331,64
veteran,0.18615663,18
houses,-0.335536588,38
qtbipoc,-0.200772084,13
divergent,-0.058847947,12
midsummer,0.350379573,12
student,0.11234826,68
dare,-0.189040477,15
town’s,1.288155708,13
studying,0.113428996,15
successes,0.615071553,20
consult,0.441069348,42
eventually,-0.3734138,22
devices,0.134197989,20
educators,0.57731761,35
utilising,0.280394395,54
necessary,-0.640098766,44
curtain,0.66743475,22
pub,-0.455660474,24
unpaid,0.251767274,15
expansion,-0.398344653,27
solidify,-0.920845889,14
maintain,0.126882365,25
paint,-0.217743673,41
est,-0.035839048,12
2017,-0.447926507,53
rooted,-0.078016241,53
murals,0.233198091,21
painted,0.189330937,27
screening,-0.253375972,79
dog,0.304152074,48
120,0.881765651,30
chapel,-0.622875263,22
towns,-0.867395493,78
estates,0.348387008,18
transgender,0.618505411,25
charge,-0.960753256,35
transport,0.247390335,35
bus,-0.014678069,31
dont,-0.019417637,16
page,-0.004037448,30
against,-0.775113817,94
machine,1.219091247,31
williams,0.517165337,28
sourced,0.322213726,14
men,-0.037647797,117
tiny,-0.500501481,18
deals,-0.113887885,19
leaving,-0.639142186,31
returning,-0.81095048,39
possibilities,1.034237665,37
solar,-1.050060026,11
carbon,-0.75765599,55
footprint,0.250371393,25
enjoyable,0.217716941,11
"culture
",-0.07917913,11
typical,-0.462579795,16
inclusively,0.089957809,17
embodiment,-0.781268105,13
reception,-0.263919616,15
codes,-0.709341612,16
"exhibition
",0.132465742,16
seminar,-0.501383088,18
mk,0.34888154,18
train,0.227867967,88
designs,0.104342767,29
exhibits,0.549416587,22
demonstrations,-0.394999783,24
japanese,-0.461900459,34
information,0.17352286,83
panels,-0.719829468,52
should,-0.402061252,62
comprehensive,-0.106341729,21
shifts,-0.487660888,11
lot,-0.11622356,28
collecting,-0.102262176,17
theatrical,0.515573973,114
edith,0.590211568,17
framework,-0.131794831,77
trained,-0.54272873,59
wealth,0.287710884,35
notting,-0.376329224,30
hill,-0.303646545,71
teaches,0.95582499,11
hoping,0.584624938,15
mas,-0.242043331,57
teach,0.072920341,77
hard,0.04630017,112
jun,0.020608668,12
managed,-0.703581793,27
livestreamed,-0.710084713,20
sun,0.676012801,25
nights,0.511718409,74
"talent
",-0.513901966,15
psychological,0.143182595,20
began,0.195883375,48
app,-0.117327644,72
conceived,0.467173964,24
keeping,-0.134416637,22
refine,0.494585205,68
did,-0.253404203,22
ticket,0.059530569,59
prices,0.094084302,16
600,1.231476996,28
changing,0.347965768,108
india,-0.135301054,45
river,0.161986103,76
millions,-0.968286395,12
rivers,-0.577826688,11
severe,0.546474021,13
humans,0.23234255,21
animals,-0.368832536,23
alike,0.518638009,26
happened,-0.026415354,29
state,0.575983714,71
conservation,-0.470302162,32
pairing,0.148034632,11
formats,1.040444496,33
hopes,0.21001329,41
getting,0.710223607,44
managers,-0.488720217,27
taylor,-0.538521522,21
homophobia,-0.195236356,23
gay,0.472951413,47
shame,0.324073188,25
eye,0.194101738,31
rose,0.459870329,36
varied,0.350563571,38
entertainment,-0.001789253,65
styles,0.014088431,83
milton,0.17120532,22
keynes,-0.027686267,20
harmony,-0.227215834,19
"
we’ll",-0.911724068,15
berlin,-0.69424048,18
undergo,0.039700705,26
never,0.079899458,91
pain,0.018432995,21
dead,-0.663541253,29
really,0.208157055,42
portal,0.280258115,12
larger,-0.09816847,113
structures,0.616643455,62
bac,-0.568627978,21
pwyc,0.28807828,12
collab,0.044771781,28
ica,-0.036714949,21
pmld,0.059102157,25
sensory,0.671181415,147
partnered,0.590187535,62
makaton,-0.131758369,11
combines,-0.362502974,64
agreed,0.575738517,36
enhancing,0.117527581,38
comics,-0.837987337,20
looked,0.218751925,15
glasgow,0.813455513,27
advanced,0.115011644,29
leicester,0.820335247,69
raw,0.292044173,16
testimonies,-0.391045825,13
sexual,-0.303520989,114
otherwise,-0.246246273,89
relations,-0.487726207,22
sexuality,-0.00801758,59
goers,-0.541510493,45
cd,-0.713519749,37
designing,0.064086923,28
soloist,-0.143705741,14
"
project",-0.25358872,12
edited,-0.83037638,47
permanent,-0.689416701,53
reference,-0.230642253,19
king,-0.276388226,48
adventure,-0.021030542,60
absurd,0.15696054,11
humour,0.765074665,54
entertaining,-0.335082301,59
retelling,-0.842711525,18
casts,0.057927667,22
patriarchal,-0.184441003,20
villages,0.174026899,32
somerset,0.746703279,49
swindon,0.668634837,37
wiltshire,-0.320237791,16
140,0.570720217,11
backstage,0.352563279,12
circuit,1.220209484,11
strengthening,0.394022423,39
fees,-1.144047372,54
10th,0.499068474,37
good,0.506913927,98
newham,-0.456838021,49
carefully,-0.207391488,42
industrial,-0.77203974,47
rochdale,-0.052469149,30
canal,-0.020192701,26
valley,0.268994384,36
pages,-0.659659663,14
illustrated,0.308483156,34
aiming,-0.345362226,78
happy,-0.360833084,50
prince,0.863147556,21
approximately,0.360358752,22
demonstrate,0.16215268,47
outlet,0.465443574,18
though,0.250379936,48
famous,-0.343170952,36
backed,-0.013640488,11
elevates,-0.274738724,13
36,-0.515225793,24
dj,0.21733837,75
fill,-0.768838621,22
chance,-0.162841331,114
woolwich,0.493766314,12
office,-0.137772676,32
consisting,-0.462010885,38
playfully,0.573438077,11
imagined,0.153485494,29
deepening,-1.428769456,19
cathedral,-0.674534597,31
wanted,0.821203586,23
unusual,0.494068909,17
lights,-0.016218679,38
transform,-0.375250156,74
playground,1.15439141,12
collectives,-0.187568604,18
richard,0.407481868,31
14th,-0.018578808,11
integrating,1.170338127,49
vaults,0.546336219,28
again,0.624839843,66
tom,-0.192220001,36
alex,0.322594778,25
rachel,-0.537728683,21
ali,-0.138326579,19
chris,0.28273004,45
lift,0.825281519,13
dissemination,-1.064204355,28
endangered,-0.94867435,17
mentorship,-0.023558141,134
tide,-0.065324725,12
esp,-0.346024333,29
arrival,0.404894202,14
bereaved,0.248912348,16
friend,-0.062574875,16
unexpected,-0.284748634,14
visitor,0.089782668,33
china,-0.273737523,24
bite,0.032794458,13
conduct,0.149077846,59
archives,0.252290778,51
nothing,-1.283368934,24
ww2,0.001769824,15
newspaper,0.225123848,19
travelling,-0.246037754,26
could,-0.046562404,76
mostly,0.08214563,17
soldiers,0.332883302,15
comprises,0.156429399,48
dinner,-0.339016741,18
‘a,-0.33065739,23
crossing,-1.108238343,22
highest,-0.484661678,66
cultivating,-0.208732219,11
conventional,-0.75548675,18
pro,-0.055453365,70
geographical,0.345690054,23
tradition,0.222893606,69
interpreted,0.52815112,25
extending,0.681551431,46
influence,0.636794662,65
supporters,0.408520327,17
layered,0.213015478,16
ticketed,-0.262079422,42
iterations,-0.104746847,16
blues,-1.300958732,32
consolidate,-0.764902637,20
20%,-0.28168798,20
neighbourhoods,-0.177093704,14
dialogues,-0.5602482,20
generate,0.670830263,97
san,0.132948393,13
quarter,0.380998036,22
retail,-0.142288484,14
e,-0.032345906,48
feasibility,-0.586729239,17
study,0.20175571,59
venue’s,-0.850969333,15
traditionally,-0.167266143,37
finance,0.197367812,19
fundraiser,-0.396295186,11
governance,0.011381986,51
eastbourne,-0.249955991,40
renew,0.105592642,13
policies,0.643052948,33
undertake,-0.269634446,131
"partnerships
",1.170641103,11
luton,-0.016720771,39
recovery,0.030947299,93
immigration,-0.228742649,18
behaviour,0.73020248,20
placement,0.161530797,17
spatial,0.445301318,26
visuals,0.800297713,46
physically,0.030777149,32
apart,0.073260606,24
artistically,0.046157487,43
mobile,-0.796246681,48
minimum,-0.187825822,22
daring,-0.072534914,13
october,0.432862126,103
met,-0.00804515,39
books,-0.005310392,145
"

each",-0.447546569,12
communicating,-0.451226716,18
equip,-0.367315993,23
paper,0.597861364,57
sure,0.412964376,15
block,-0.273811844,28
meals,-0.533701204,12
spirit,-0.031213007,31
demos,0.835666753,11
collectively,-0.354286754,43
dress,0.511499893,24
bf,-0.229153033,12
sadler’s,0.292241846,16
wells,0.03221589,34
premier,0.677335734,28
therapist,0.346859299,15
funds,-0.397605467,72
bca,-0.225965656,13
corners,-0.404890491,14
ma,0.091515927,17
conscious,-0.287381555,15
homeless,0.376009604,31
february,-0.56313965,64
ts,-0.0969345,13
wants,-0.032510106,29
parties,-0.266300377,17
thus,-0.12372188,72
screen,-0.043636131,75
messages,0.635043561,25
posters,-0.450440776,23
campaigns,0.456735631,20
contexts,-0.243413665,32
adapting,0.044825715,24
prioritise,-0.160924209,11
depth,0.693106483,66
disseminated,0.148123374,11
promo,-0.796593944,21
accompanying,-0.489719666,110
breakdown,-0.480321576,12
court,0.554991849,50
earlier,0.03236384,15
grew,-0.037939696,20
save,0.381137393,30
bamboo,0.788218277,15
vocabulary,0.146251235,12
incorporating,-0.369725114,67
acpg,-0.248492016,21
choral,0.435428297,54
0,-0.028394199,31
irl,-0.365969577,11
chapter,0.071257887,15
passing,0.262931758,15
evolving,0.66262887,39
sing,-0.164027202,40
instrument,-0.16022214,47
receives,0.279467915,16
orchestral,0.162922922,35
instrumental,-0.154365699,31
allows,-0.076147882,95
teacher,-0.250570118,43
residence,0.53586674,70
initiated,0.031149633,19
deepen,1.388469228,44
situations,-0.702430104,18
curriculum,-0.12671929,38
outputs,-0.640338731,48
pilots,0.269907444,16
2013,0.158542609,13
